8651:76,866,29,654,616,302,84,58,8,650
8660:70,8,866,616,17,76,81,84,58,650
8670:616,76,8,302,17,654,84,29,58,866
8681:8,302,866,81,76,84,650,29,654,70
8692:58,302,866,654,8,616,84,17,29,76
8711:58,654,866,8,616,302,84,17,29,76
8717:84,302,58,29,8,76,654,866,17,616
8718:866,29,8,84,654,58,302,76,616,17
8719:58,542,81,84,564,8,654,29,616,518
8735:8,58,29,76,84,302,654,17,866,616
8736:654,8,616,76,302,866,17,84,29,58
8746:76,616,84,29,58,8,70,302,650,866
8747:866,302,76,58,84,29,616,650,654,8
8755:654,58,8,616,29,17,84,866,302,76
8760:616,84,866,29,654,76,8,58,17,302
8765:616,76,654,17,8,84,58,866,29,302
8768:654,866,76,29,8,58,84,302,17,616
8771:29,76,302,17,866,8,81,654,58,650
8774:654,76,302,58,866,81,17,29,616,650
8782:8,17,58,616,29,302,654,866,84,76
8788:84,866,564,70,650,29,8,76,518,58
8789:302,76,654,616,17,8,866,29,84,58
8790:58,866,76,616,84,8,654,29,17,302
8802:650,70,302,866,616,8,654,564,81,29
8810:866,76,616,8,17,84,654,58,302,29
8812:8,654,76,616,866,84,17,58,302,29
8822:654,8,17,866,76,616,84,302,58,29
8825:616,8,84,650,654,58,29,866,76,302
8844:58,84,17,8,29,76,654,616,302,866
8850:616,866,76,302,84,17,58,8,654,29
8852:58,8,29,84,76,654,302,866,616,17
8862:616,654,84,58,8,866,76,29,302,17
8863:58,866,654,518,81,29,70,8,564,302
8868:76,58,650,616,302,654,866,8,29,17
8870:616,81,70,29,8,17,866,58,564,76
8872:58,17,616,654,84,8,866,302,76,29
8877:654,8,616,17,58,302,866,76,29,84
8889:866,302,654,76,58,616,29,84,17,8
8890:866,84,8,654,616,76,17,29,302,58
8900:616,84,58,866,8,76,29,654,650,302
8906:8,17,654,84,76,58,616,866,302,650
8912:654,866,76,8,58,616,29,302,17,84
8913:58,8,84,302,616,29,654,17,76,866
8915:866,302,650,70,76,29,17,654,81,58
8916:84,76,654,8,29,866,302,17,58,616
8920:84,616,654,17,8,58,29,76,302,866
8924:8,84,616,866,76,17,58,654,302,29
8931:866,616,8,76,58,84,302,650,29,654
8935:76,866,650,29,84,302,58,616,8,654
8936:654,866,17,616,76,84,8,58,29,302
8958:84,650,616,302,654,29,8,58,866,76
8984:616,17,302,76,58,8,866,84,29,654
9000:29,616,17,81,650,8,76,866,70,302
9001:866,17,654,616,8,58,84,302,76,29
9013:76,866,58,302,8,654,29,84,17,616
9024:8,616,84,76,654,866,17,58,29,302
9079:616,84,302,17,654,8,29,58,76,866
9085:58,76,29,17,866,654,650,8,84,616
9096:866,302,29,76,616,58,654,84,17,8
9098:654,17,866,8,616,84,76,58,29,302
9106:8,58,654,650,84,76,866,302,616,29
9111:8,76,84,866,650,654,29,302,58,616
9122:29,84,8,76,650,58,866,17,302,81
9128:866,81,29,8,84,616,564,58,70,654
9135:76,654,616,84,17,866,650,58,81,302
9141:8,654,58,616,17,84,866,302,76,29
9152:302,76,654,866,29,58,8,650,84,616
9155:650,654,866,302,8,84,29,76,17,58
9157:17,866,302,76,29,616,58,84,8,654
9158:84,17,654,616,866,8,76,58,302,29
9159:58,17,76,302,8,654,616,29,84,866
9160:58,654,8,17,616,84,866,76,29,302
9161:8,76,17,58,654,866,616,29,84,302
9171:58,81,8,84,654,564,616,518,70,29
9173:616,76,866,8,58,84,29,654,650,302
9200:8,17,654,866,76,302,84,616,29,58
9224:58,866,654,302,616,76,29,8,84,17
9225:654,58,84,302,866,17,29,616,8,76
9233:654,616,302,17,8,866,84,76,58,29
9236:58,76,866,302,8,29,84,17,654,616
9237:70,866,84,29,542,76,224,8,518,81
9238:650,654,84,58,866,616,302,8,29,76
9245:616,84,8,654,17,58,866,302,29,76
9249:58,616,17,866,654,76,84,8,29,302
9256:654,29,76,81,866,58,302,8,70,616
9276:302,654,84,616,76,17,866,8,29,58
9288:866,84,302,8,76,58,616,650,654,29
9290:616,654,58,84,8,17,866,302,29,76
9291:76,84,302,616,650,654,29,8,58,866
9310:654,866,8,616,17,58,84,29,76,302
9312:76,302,8,29,84,616,866,650,654,58
9313:76,302,17,58,8,29,866,84,654,616
9331:8,654,76,29,866,17,302,58,84,616
9333:302,58,654,76,84,616,866,17,29,8
9350:866,654,58,17,29,650,616,8,302,84
9357:866,76,58,616,29,84,302,654,8,17
9359:84,58,866,29,616,302,8,654,70,81
9364:866,616,58,84,17,29,302,76,8,654
9368:616,29,84,8,866,654,302,17,58,76
9369:17,76,866,29,302,58,84,8,616,654
9371:302,616,76,866,29,58,654,81,564,650
9381:58,302,616,8,84,866,29,654,17,76
9389:8,58,654,29,616,17,84,302,76,866
9394:650,8,866,76,58,29,84,81,654,616
9400:29,58,866,81,76,17,70,8,302,84
9402:866,8,58,76,654,302,29,616,17,84
9420:866,58,29,76,302,8,616,654,84,650
9431:17,84,616,58,866,654,76,302,29,8
9432:650,8,58,302,866,654,76,616,29,17
9433:58,302,866,8,654,29,616,84,17,76
9437:8,866,616,17,29,654,76,58,84,302
9442:866,8,616,654,58,84,17,76,29,302
9443:654,81,866,84,8,58,29,76,650,302
9451:29,616,8,84,81,650,302,58,76,866
9473:866,76,616,17,29,58,654,84,302,8
9474:58,654,84,8,29,616,17,76,302,866
9486:866,8,654,616,84,58,76,302,29,17
9487:866,58,84,76,17,302,29,8,616,654
9489:76,616,654,650,8,866,84,29,58,17
9494:616,866,654,17,84,76,302,58,29,8
9498:76,866,58,8,84,616,302,29,654,17
9499:76,866,616,17,58,84,302,8,654,29
9500:654,8,17,84,616,76,866,29,302,58
9507:866,58,654,616,302,17,29,84,8,76
9514:866,58,616,76,654,8,84,29,17,302
9525:654,866,8,84,58,29,76,302,17,616
9528:616,17,58,8,654,29,84,866,302,76
9531:17,76,8,866,29,58,616,302,654,84
9535:616,58,76,8,84,17,654,866,29,302
9538:650,866,58,84,654,81,8,17,29,302
9541:29,302,866,76,58,654,8,84,616,17
9553:654,8,866,58,76,302,84,29,616,17
9568:302,84,76,29,8,866,58,654,17,616
9570:58,302,616,8,866,29,76,654,17,84
9571:17,76,654,866,58,8,84,302,29,616
9573:654,84,8,616,17,76,302,866,29,58
9576:17,654,29,866,84,76,58,8,616,302
9580:866,654,29,84,616,302,76,17,650,58
9590:866,29,17,58,650,81,70,518,302,224
9593:302,58,8,29,866,616,654,76,650,84
9606:8,654,866,616,76,84,17,58,302,29
9612:302,81,29,616,58,8,650,76,866,70
9613:8,58,84,302,76,616,866,29,654,17
9614:17,76,654,58,866,29,8,302,84,616
9630:616,8,29,76,866,58,302,84,17,654
9665:8,84,866,70,29,17,58,650,518,81
9666:866,616,76,17,84,8,654,29,302,58
9668:8,58,29,616,654,84,76,17,866,302
9680:616,58,654,84,866,8,17,650,302,29
9685:616,8,866,17,84,76,58,29,654,302
9693:8,58,654,616,866,84,17,302,76,29
9694:616,866,58,8,76,654,29,302,84,17
9696:76,8,616,84,302,29,58,866,654,17
9711:58,654,17,8,616,84,76,866,29,302
9722:866,58,616,302,76,29,17,84,8,654
9727:76,17,654,8,29,84,616,866,58,302
9742:29,302,866,76,58,654,8,616,84,17
9745:866,224,81,654,564,84,518,58,70,17
9752:17,866,84,76,654,302,58,29,8,616
9753:29,58,654,302,8,76,84,866,616,17
9755:8,616,650,654,84,58,866,17,29,76
9757:8,302,58,616,76,654,17,84,866,29
9786:58,29,84,616,76,302,8,650,81,654
9808:302,8,58,76,866,84,29,654,616,17
9810:616,76,866,8,654,302,29,58,84,17
9812:29,58,76,8,81,866,302,650,616,84
9813:58,76,29,302,866,8,654,616,17,84
9818:616,302,58,76,8,866,29,17,654,84
9820:58,616,8,654,76,84,17,866,302,29
9824:84,8,866,58,654,616,17,76,29,302
9827:654,8,84,58,17,616,76,866,302,29
9831:8,29,17,84,58,654,76,616,302,866
9834:58,302,17,654,29,616,866,76,8,84
9837:616,29,81,654,866,8,76,17,650,84
9839:302,866,58,8,654,616,29,84,76,17
9840:8,654,616,84,17,76,58,866,29,302
9864:866,76,8,84,58,17,616,29,650,654
9879:58,654,302,8,76,866,29,84,17,616
9890:29,17,866,81,650,58,302,8,84,654
9891:564,58,866,81,76,70,654,616,29,8
9892:654,866,8,58,17,76,84,302,616,29
9896:654,76,8,58,29,17,866,302,84,616
9899:8,84,616,29,650,654,58,302,866,76
9900:866,84,8,29,654,616,302,81,650,17
9911:866,302,654,8,17,29,76,616,84,58
9926:654,81,302,866,29,58,650,8,84,76
9927:226,508,518,736,224,138,6,564,650,1102
9929:58,866,29,302,654,84,76,8,616,81
9944:302,29,58,8,866,17,84,76,654,616
9945:8,17,76,84,302,866,29,58,616,654
9946:84,58,8,616,654,866,17,29,302,76
9961:8,76,654,84,17,616,866,58,302,29
9984:17,302,58,29,616,654,76,84,866,8
10030:8,29,76,302,650,866,84,81,654,616
10040:76,866,58,616,29,654,84,17,302,8
10050:866,76,302,29,616,58,84,8,654,17
10051:302,76,58,8,866,29,654,84,616,17
10073:58,654,302,84,8,29,76,866,616,17
10078:58,76,302,29,866,8,616,17,84,654
10082:866,616,76,58,302,29,8,654,84,650
10084:76,8,866,302,84,29,616,654,58,17
10086:84,29,76,866,17,8,616,654,302,58
10088:8,84,654,17,616,58,866,76,302,29
10090:76,866,616,58,302,17,29,84,8,654
10110:29,302,866,84,616,8,654,650,58,76
10111:58,76,8,654,616,302,84,29,17,866
10115:76,58,29,866,616,84,302,17,654,8
10117:654,8,616,84,17,29,58,866,76,302
10130:17,58,8,866,76,302,29,616,654,84
10132:654,29,616,8,76,58,17,866,302,84
10133:866,76,302,654,8,17,58,29,616,84
10136:58,654,866,29,17,616,84,8,302,650
10140:866,58,84,17,76,302,29,616,8,654
10148:84,76,866,58,654,8,302,17,29,616
10155:76,302,866,17,58,29,654,8,616,84
10156:8,654,76,58,866,302,29,84,616,17
10194:8,866,76,650,654,302,29,616,81,58
10196:650,84,8,302,866,616,81,76,58,29
10200:866,58,302,29,616,84,76,17,8,654
10210:302,29,866,76,58,8,84,616,17,654
10233:866,58,17,302,29,616,76,84,8,654
10235:76,58,616,8,29,654,17,84,866,302
10236:8,654,84,17,302,58,29,866,76,616
10237:616,866,17,29,654,8,76,650,302,58
10249:8,17,616,58,29,866,76,654,84,302
10254:8,866,58,654,76,29,302,616,84,17
10267:518,81,29,8,76,650,564,866,616,224
10275:8,616,58,29,654,302,866,84,76,17
10276:650,70,58,84,654,29,616,866,302,81
10279:17,8,654,84,866,29,616,302,58,76
10302:70,58,8,650,81,76,84,866,564,616
10303:654,29,8,17,84,616,76,866,58,302
10304:17,29,8,84,654,616,58,302,76,866
10306:81,616,29,84,866,17,8,650,654,70
10313:8,76,84,29,58,866,17,302,654,616
10317:84,616,650,8,654,58,76,866,302,29
10335:8,654,76,84,58,302,17,866,29,616
10339:81,616,29,58,70,564,650,654,76,518
10342:616,866,654,17,302,650,29,76,8,84
10346:76,58,8,84,29,866,302,17,616,654
10359:58,8,302,76,84,650,654,81,616,866
10364:302,866,58,84,8,29,654,616,17,76
10366:866,650,29,81,76,58,84,564,654,70
10371:302,866,76,58,616,8,17,654,84,29
10377:8,58,654,866,84,76,29,616,17,302
10378:616,654,76,84,17,8,58,29,302,866
10387:616,866,58,8,29,76,654,17,302,84
10388:654,29,8,302,84,58,616,866,76,17
10392:8,654,616,84,76,17,866,302,29,58
10408:76,58,29,654,17,302,866,616,84,8
10420:302,76,84,58,8,866,650,29,654,17
10427:29,76,866,302,58,8,654,616,17,84
10439:29,76,564,866,84,81,650,70,518,8
10445:616,58,650,84,654,29,17,866,76,302
10454:58,866,302,76,616,17,84,8,654,29
10471:58,650,76,866,302,616,17,654,29,8
10478:8,866,616,17,302,84,81,76,650,58
10479:58,654,76,866,29,302,616,84,17,8
10480:302,58,654,84,8,76,650,866,17,29
10488:84,302,616,8,650,76,654,866,58,29
10502:654,866,8,58,84,302,616,76,17,29
10513:866,84,76,58,29,616,17,302,654,8
10523:302,58,17,866,76,84,29,616,654,8
10543:616,76,866,58,29,302,17,84,654,8
10554:654,29,616,17,8,302,866,84,76,58
10563:616,81,29,84,866,650,302,8,654,58
10564:616,654,866,84,29,8,58,81,650,302
10570:866,29,84,58,616,650,81,76,8,17
10573:58,654,29,302,8,616,76,84,866,17
10580:654,302,58,29,866,76,8,616,17,84
10636:866,81,616,84,76,8,302,29,650,654
10655:76,616,17,866,58,302,8,29,654,84
10691:654,8,616,17,58,76,84,866,302,29
10693:8,81,17,654,76,866,29,302,650,84
10698:866,8,17,302,84,654,76,650,58,29
10707:616,17,8,76,58,302,84,866,29,654
10710:76,564,650,518,8,58,70,542,81,616
10726:616,76,17,654,58,866,8,84,29,302
10747:17,58,616,8,84,654,866,76,29,302
10758:84,76,302,654,58,29,8,866,616,17
10770:8,654,76,84,29,616,17,58,866,302
10779:76,866,654,302,58,8,84,29,17,616
10794:302,8,58,616,76,866,84,654,17,29
10801:8,29,616,654,17,302,58,866,76,84
10807:616,58,84,654,302,29,17,866,76,8
10820:76,616,866,654,8,17,58,302,29,84
10842:8,616,58,654,84,866,302,29,17,76
10843:84,302,654,866,58,17,8,616,29,76
10844:76,654,302,616,8,58,17,866,29,84
10845:8,17,302,76,654,29,84,58,866,616
10854:76,866,8,58,654,302,84,17,29,616
10858:58,654,302,29,8,616,84,17,76,866
10871:302,8,616,654,17,84,866,29,58,76
10892:616,866,76,302,58,8,654,17,29,84
10905:654,616,8,866,76,302,17,84,58,29
10908:302,76,866,654,616,17,29,84,650,58
10913:58,654,29,866,8,302,616,76,17,84
10920:866,302,76,616,58,29,84,8,650,654
10955:76,8,616,84,302,17,654,866,29,58
10956:616,84,29,866,58,81,76,302,654,650
10968:8,76,654,616,84,866,58,17,29,302
10991:302,76,8,616,29,866,58,654,17,84
10999:84,654,616,70,76,866,29,58,17,81
11000:76,58,654,29,866,616,8,302,84,17
11022:866,76,29,650,84,8,302,616,58,654
11034:76,654,84,29,58,81,17,8,70,866
11037:866,58,8,17,654,76,302,84,29,616
11047:84,8,654,29,17,616,866,302,58,76
11055:8,58,84,616,76,17,29,654,866,302
11099:58,8,654,302,616,84,29,76,17,866
11105:654,616,8,650,76,866,70,81,29,302
11110:302,84,8,76,654,866,29,17,58,616
11118:866,58,654,76,29,302,84,17,8,616
11132:58,8,654,17,302,84,29,866,616,76
11134:76,866,29,58,17,84,302,8,616,654
11135:17,654,76,8,302,84,616,29,58,866
11149:650,302,616,8,866,70,76,654,81,58
11150:654,8,76,29,58,866,302,616,17,84
11193:58,76,866,17,84,302,29,8,654,616
11211:84,302,29,654,17,8,616,58,866,76
11222:76,654,866,58,29,8,302,84,616,17
11228:616,76,654,58,84,866,302,29,8,17
11240:84,866,17,76,654,29,616,8,58,302
11259:654,8,302,17,84,616,866,76,29,58
11264:58,29,17,866,616,76,654,84,650,8
11273:76,70,58,616,866,81,650,84,564,29
11278:654,8,29,302,616,58,84,17,76,866
11279:616,654,29,84,17,76,8,58,866,302
11280:8,654,76,616,866,302,17,29,58,84
11287:81,650,654,616,8,58,302,29,76,866
11332:866,76,58,84,8,302,29,17,616,654
11360:866,29,76,302,616,58,8,17,84,654
11363:84,8,29,616,17,302,866,654,58,76
11378:29,616,76,302,654,84,866,58,17,8
11388:866,76,17,8,58,84,654,29,302,616
11394:76,654,302,58,8,616,84,17,866,29
11404:616,866,8,84,76,17,654,302,58,29
11414:8,76,302,616,866,654,17,58,29,84
11418:654,616,29,84,8,866,17,76,302,58
11419:58,302,84,616,650,866,8,654,29,76
11426:84,17,76,616,8,58,29,654,866,302
11427:76,866,616,58,84,17,29,302,8,654
11428:17,302,654,8,866,84,616,76,58,29
11431:76,654,866,616,58,8,29,17,302,84
11437:302,76,654,8,616,17,84,29,58,866
11439:302,866,17,76,84,616,654,8,29,58
11444:616,84,650,866,654,29,8,76,58,17
11458:76,17,866,84,58,616,29,8,302,654
11462:302,654,8,29,17,58,76,866,616,84
11463:354,29,224,58,508,542,866,81,226,76
11484:84,866,616,654,58,8,17,302,29,76
11507:654,866,650,29,8,302,58,84,17,616
11510:58,654,76,84,29,650,17,616,81,866
11511:866,76,58,8,84,654,616,17,302,29
11525:654,8,17,84,616,866,76,650,302,58
11529:866,58,616,654,76,29,302,8,17,84
11535:866,58,84,8,76,29,616,650,302,654
11537:866,58,8,29,76,302,654,616,17,84
11538:76,866,81,17,8,650,84,29,616,58
11540:17,76,616,866,29,84,302,654,58,8
11552:58,8,654,84,616,302,650,29,866,76
11554:17,616,866,302,58,29,76,8,84,654
11558:76,866,8,17,29,84,58,302,616,654
11569:81,8,866,518,29,616,76,224,564,650
11584:29,76,8,17,650,84,654,866,302,81
11586:866,76,58,8,616,654,17,29,302,84
11603:616,84,654,8,17,58,866,76,29,302
11606:81,29,564,518,84,866,654,70,650,58
11614:616,58,17,84,302,29,8,654,76,866
11616:866,616,76,29,8,17,654,84,58,302
11651:654,302,616,76,866,29,58,8,17,84
11657:58,616,654,8,17,84,302,76,29,866
11660:17,84,866,58,650,70,76,616,81,8
11670:29,58,76,84,8,654,17,616,302,866
11676:84,8,866,29,654,76,17,58,302,616
11685:616,84,76,866,8,302,17,654,29,58
11699:616,866,654,17,84,76,8,302,58,29
11700:76,866,58,654,302,81,616,29,84,8
11716:616,8,76,84,650,654,302,29,58,866
11719:76,654,8,616,866,58,302,29,84,17
11723:29,616,17,84,76,58,8,654,302,866
11738:58,302,650,654,866,8,76,17,29,616
11749:17,58,84,616,76,654,866,302,29,8
11775:654,17,8,866,616,84,76,58,29,302
11781:84,616,8,29,81,58,17,70,654,866
11788:866,76,58,616,84,29,654,302,17,8
11795:616,8,84,654,17,866,76,302,29,58
11799:58,654,17,302,29,8,76,616,84,866
11818:8,17,76,866,84,616,302,654,58,29
11825:616,76,84,17,654,8,58,866,302,29
11835:76,29,8,84,866,81,17,58,650,616
11836:654,58,616,29,302,866,76,84,8,17
11838:866,84,616,76,302,29,17,58,654,8
11839:866,616,76,29,58,302,84,17,8,654
11843:8,654,302,616,58,76,29,866,84,17
11844:616,76,84,58,29,302,17,8,866,654
11847:8,866,17,302,654,76,616,58,84,29
11851:616,654,866,8,76,58,302,29,84,17
11856:654,58,8,84,17,616,866,29,302,76
11863:29,58,302,866,76,84,8,17,654,616
11864:866,302,8,616,654,84,76,17,29,58
11865:58,616,8,29,302,84,70,17,650,866
11883:654,29,84,302,17,8,58,616,866,76
11884:866,76,58,654,8,302,616,29,17,84
11885:616,866,84,29,302,17,58,654,8,76
11892:654,58,29,866,8,302,616,76,17,84
11893:8,866,654,84,616,17,29,58,76,302
11896:29,58,81,302,616,8,650,17,84,654
11910:650,58,8,84,616,654,76,866,302,29
11913:76,302,84,654,8,17,616,58,866,29
11922:866,76,8,84,650,302,654,29,616,17
11928:76,302,866,654,616,8,58,29,84,17
11929:81,654,866,29,84,518,564,650,224,8
11939:29,866,17,76,84,58,616,302,8,654
11956:70,8,654,616,650,29,76,866,81,84
11962:58,76,17,654,866,616,302,29,8,84
11968:29,654,866,76,616,8,58,302,17,84
11972:616,302,29,58,866,84,76,654,8,17
11979:866,29,76,302,58,616,8,654,17,84
11983:866,8,84,650,616,654,81,76,17,58
11988:29,76,8,866,302,58,81,84,616,654
11990:616,302,29,58,76,866,8,654,84,17
11996:58,866,8,29,302,616,17,76,654,84
11999:616,84,17,58,29,76,8,654,302,866
12008:302,84,76,866,29,58,17,616,654,8
12010:616,84,8,29,866,76,17,302,58,654
12011:17,58,76,302,866,29,616,8,654,84
12027:616,654,84,866,17,650,29,302,58,8
12028:70,84,866,650,81,654,564,518,76,8
12037:866,654,8,616,76,29,84,17,81,302
12047:29,302,616,866,84,8,58,654,76,17
12050:76,518,81,650,616,17,654,70,564,866
12067:866,616,76,8,654,17,302,84,58,29
12084:866,8,29,650,81,84,76,70,17,654
12094:654,302,76,866,58,616,17,29,8,84
12130:76,84,29,616,654,8,17,866,58,302
12170:58,29,17,84,616,654,866,8,302,650
12199:8,866,654,84,17,616,76,58,302,29
12211:29,17,866,58,302,76,8,654,616,84
12213:616,866,58,84,76,654,17,8,29,302
12232:866,650,302,76,29,84,654,8,81,17
12234:8,302,866,76,29,58,84,654,616,17
12235:58,8,17,29,616,866,76,84,302,650
12237:17,58,616,76,29,302,84,866,8,654
12239:8,866,58,29,76,302,654,84,616,17
12263:654,8,616,17,84,76,58,866,302,29
12268:76,654,866,84,8,29,58,302,616,17
12271:76,84,58,29,616,302,654,866,8,17
12272:8,302,58,654,866,616,76,29,84,17
12296:654,29,866,58,17,302,76,84,8,616
12310:650,58,302,76,654,8,29,616,866,17
12327:650,8,302,616,84,866,58,654,17,29
12328:17,76,616,84,302,654,58,866,8,29
12356:302,84,29,616,8,17,654,58,76,866
12360:8,616,866,84,76,81,654,58,302,650
12364:29,302,58,8,866,84,654,81,650,76
12373:8,302,654,76,866,616,84,58,29,17
12375:76,866,58,654,302,84,29,8,17,616
12376:76,17,302,616,866,84,29,654,58,8
12379:616,84,866,58,17,76,8,654,29,302
12406:29,76,302,654,58,866,8,84,616,17
12416:29,302,866,650,616,84,58,654,81,76
12428:616,302,29,17,84,58,654,8,866,76
12433:654,8,17,616,866,84,76,302,58,29
12443:58,8,654,866,616,76,29,302,84,17
12453:76,29,866,58,8,650,616,302,654,81
12464:58,302,84,866,616,17,8,76,654,29
12467:654,29,8,58,616,866,76,84,302,17
12474:29,654,8,616,84,17,302,866,58,76
12480:616,58,302,654,76,866,29,8,17,84
12496:76,654,8,29,84,866,302,58,17,616
12498:654,8,17,866,84,302,616,76,29,58
12505:76,866,616,8,302,29,654,17,84,58
12512:58,866,81,84,616,654,8,70,650,76
12531:616,84,8,866,58,302,29,17,654,76
12532:17,302,866,76,29,616,58,84,8,654
12533:81,866,564,29,616,8,650,76,58,70
12534:58,76,616,8,29,84,866,302,17,654
12536:866,29,58,17,616,302,81,650,84,76
12540:654,866,58,650,84,616,8,17,29,76
12541:654,8,616,84,17,76,866,58,302,29
12544:17,302,76,58,866,616,654,29,650,84
12549:76,29,654,8,84,616,17,650,58,302
12552:654,8,58,84,866,29,616,76,17,302
12555:654,29,866,84,302,17,8,616,76,58
12556:8,654,616,17,29,302,76,866,58,650
12559:654,616,302,76,84,8,650,29,866,58
12562:29,8,654,616,84,17,302,58,76,866
12564:866,58,76,564,70,84,518,8,616,81
12568:866,654,58,616,29,8,76,302,84,17
12573:616,58,8,17,302,29,654,84,866,76
12587:84,866,616,76,58,29,302,8,654,650
12595:8,654,17,58,616,76,302,84,29,866
12601:302,8,58,76,29,866,654,616,17,84
12604:76,650,29,518,866,81,302,84,564,70
12616:84,866,616,17,76,29,302,58,8,654
12622:8,302,29,84,76,650,866,616,654,17
12628:58,866,76,84,29,8,302,654,616,17
12630:866,76,58,84,616,302,17,29,8,654
12642:650,866,81,654,616,17,70,8,76,29
12660:616,302,29,84,654,8,866,17,58,76
12662:302,616,29,866,58,17,76,654,8,84
12663:8,302,29,58,654,76,616,84,866,17
12669:866,58,616,8,654,76,84,29,302,17
12676:302,76,29,866,616,17,58,8,654,84
12700:654,84,302,8,17,616,866,76,29,58
12701:17,616,76,29,58,866,84,654,302,650
12723:866,654,84,616,29,76,17,302,58,8
12725:616,58,76,84,654,17,8,866,29,302
12739:654,29,76,302,616,8,866,17,58,84
12753:866,654,29,17,58,616,650,84,8,302
12754:866,616,76,58,29,17,654,302,84,8
12761:866,58,84,302,654,616,76,29,17,8
12766:8,654,84,17,76,616,302,29,866,58
12767:84,8,616,654,17,29,866,58,76,302
12773:654,616,866,8,76,84,17,29,302,58
12779:616,17,84,654,58,8,302,29,866,76
12780:58,84,29,866,302,76,654,616,8,17
12794:616,866,84,17,654,76,58,302,8,29
12795:84,650,58,866,17,654,8,29,616,76
12796:866,58,8,76,17,84,654,616,29,302
12799:866,616,76,8,58,84,29,302,17,654
12804:8,616,302,29,84,866,654,76,58,17
12807:29,17,76,654,84,302,58,616,866,8
12811:84,650,81,17,616,58,76,8,654,302
12836:17,8,76,654,616,84,866,58,302,29
12841:302,17,84,616,76,866,29,8,654,58
12852:29,302,58,8,76,654,866,17,84,616
12860:866,70,564,654,76,616,29,58,650,81
12885:654,29,58,302,616,84,70,650,8,866
12892:58,84,76,866,616,29,8,81,302,654
12898:654,58,29,302,84,616,17,8,866,76
12902:84,76,866,8,302,58,29,17,654,616
12912:76,81,17,866,70,564,84,354,650,224
12918:84,76,8,866,650,29,17,616,302,81
12928:29,58,654,84,76,866,302,650,616,17
12931:616,654,17,29,650,866,302,8,76,84
12934:29,17,84,616,866,76,8,654,302,58
12939:8,58,76,866,302,29,654,616,84,17
12956:616,76,84,17,866,29,654,8,302,58
12967:76,29,17,866,84,58,8,302,616,654
12970:29,17,654,302,616,76,84,8,866,58
12985:29,8,58,76,84,17,302,866,616,654
12986:29,84,17,866,616,8,650,58,302,654
12991:84,866,76,654,29,302,58,8,616,17
12998:76,58,616,654,8,866,84,29,302,17
13004:302,616,17,76,58,29,866,84,654,8
13019:84,8,58,654,17,76,866,616,302,29
13024:58,29,17,616,76,866,302,8,84,654
13025:302,654,8,76,866,58,29,616,84,17
13039:84,76,17,58,8,29,616,866,654,302
13040:8,17,58,76,654,616,866,29,84,302
13050:76,58,84,616,866,17,654,29,8,302
13060:8,616,17,302,654,866,84,58,29,76
13062:8,58,654,302,616,29,17,76,866,84
13071:76,866,302,58,29,84,616,8,654,650
13080:616,654,76,866,8,84,17,29,302,58
13081:76,226,84,81,654,70,650,8,866,354
13087:17,8,866,654,76,58,302,616,29,84
13092:8,76,29,866,302,58,84,81,616,650
13094:76,654,302,616,84,866,17,8,58,29
13106:866,76,58,302,29,8,17,84,616,654
13109:866,654,29,17,76,8,84,616,302,58
13110:58,8,84,76,17,29,866,302,616,654
13116:866,8,654,616,58,84,17,29,302,76
13152:650,866,81,8,84,616,17,654,58,76
13153:17,866,29,654,302,76,8,616,84,58
13177:616,866,654,8,84,76,29,302,17,58
13179:29,17,8,616,302,650,84,866,58,654
13192:84,866,8,17,58,76,654,29,302,616
13195:654,8,76,84,58,17,616,29,866,302
13226:616,29,654,8,17,76,84,58,866,302
13233:29,866,84,58,654,302,616,8,17,76
13259:8,654,29,616,84,17,866,76,58,302
13264:58,616,866,654,650,8,302,84,29,76
13269:8,58,866,76,616,302,29,654,17,84
13280:866,302,76,654,29,58,616,8,17,84
13285:84,654,8,17,616,302,58,866,76,29
13289:76,866,302,616,17,8,58,29,654,84
13295:76,29,650,866,654,302,81,8,84,70
13296:84,866,8,654,29,17,76,616,58,302
13307:654,58,29,866,17,8,616,76,302,84
13312:650,58,84,564,616,76,866,654,8,81
13319:616,654,76,17,84,8,302,29,866,58
13325:76,58,616,84,17,29,654,8,866,302
13335:76,58,29,17,654,84,81,302,866,8
13339:29,866,302,58,76,8,654,84,17,616
13353:866,8,76,58,17,302,29,84,616,654
13367:58,302,29,8,76,866,616,654,84,17
13375:84,58,302,654,29,616,76,17,8,866
13377:302,866,29,616,84,654,8,76,17,58
13380:616,17,29,84,8,654,302,76,58,866
13387:58,84,76,866,616,29,302,17,8,654
13392:8,76,866,654,29,17,84,616,58,302
13414:84,654,616,8,650,76,29,302,866,58
13425:866,76,58,616,84,29,8,302,17,654
13432:8,654,866,84,616,58,17,76,302,29
13434:29,58,302,81,866,76,8,84,654,616
13435:84,76,866,616,58,8,17,654,29,302
13436:8,654,17,616,84,76,866,58,302,29
13444:866,654,76,17,8,84,58,616,29,302
13445:84,17,866,8,650,58,654,81,302,29
13447:76,58,866,302,29,654,8,84,17,616
13459:17,29,654,8,58,84,866,302,616,76
13464:654,616,8,84,17,866,58,302,76,29
13466:866,616,8,654,84,17,29,302,58,76
13467:8,302,616,84,866,29,76,17,58,654
13469:650,58,76,616,81,866,8,70,654,84
